院校名称,代码,状态,错误信息,日期
广州应用科技学院,1297,成功,,2026-06-08
北京理工大学珠海学院,1298,成功,,2026-06-08
,1299,无效,ID不存在,2026-06-08
,1300,无效,ID不存在,2026-06-08
平顶山工业职业技术学院,1301,成功,,2026-06-08
,1302,无效,ID不存在,2026-06-08
,1303,无效,ID不存在,2026-06-08
上海外国语大学贤达经济人文学院,1304,成功,,2026-06-08
大连理工大学城市学院,1305,成功,,2026-06-08
,1306,无效,ID不存在,2026-06-08
黄河交通学院,1307,成功,,2026-06-08
广州软件学院,1308,成功,,2026-06-08
陆军防化学院,1309,成功,,2026-06-08
解放军陆军航空兵学院,1310,成功,,2026-06-08
军事航天部队航天工程大学,1311,成功,,2026-06-08
陆军工程大学,1312,成功,,2026-06-08
,1313,无效,ID不存在,2026-06-08
长春电子科技学院,1314,成功,,2026-06-08
,1315,无效,ID不存在,2026-06-08
武汉纺织大学外经贸学院,1316,成功,,2026-06-08
,1317,无效,ID不存在,2026-06-08
,1318,无效,ID不存在,2026-06-08
,1319,无效,ID不存在,2026-06-08
,1320,无效,ID不存在,2026-06-08
海军航空大学,1321,成功,,2026-06-08
,1322,无效,ID不存在,2026-06-08
河南工程学院,1323,成功,,2026-06-08
河南开封科技传媒学院,1324,成功,,2026-06-08
,1325,无效,ID不存在,2026-06-08
,1326,无效,ID不存在,2026-06-08
天津海运职业学院,1327,成功,,2026-06-08
黑龙江外国语学院,1328,成功,,2026-06-08
三亚学院,1329,成功,,2026-06-08
江苏食品药品职业技术学院,1330,成功,,2026-06-08
,1331,无效,ID不存在,2026-06-08
辽宁商贸职业学院,1332,成功,,2026-06-08
新疆农业职业技术大学,1333,成功,,2026-06-08
郑州旅游职业学院,1334,成功,,2026-06-08
新疆轻工职业技术学院,1335,成功,,2026-06-08
日照职业技术大学,1336,成功,,2026-06-08
,1337,无效,ID不存在,2026-06-08
,1338,无效,ID不存在,2026-06-08
,1339,无效,ID不存在,2026-06-08
山西老区职业技术学院,1340,成功,,2026-06-08
浙江商业职业技术学院,1341,成功,,2026-06-08
,1342,无效,ID不存在,2026-06-08
西交利物浦大学,1343,成功,,2026-06-08
,1344,无效,ID不存在,2026-06-08
湖州职业技术学院,1345,成功,,2026-06-08
,1346,无效,ID不存在,2026-06-08
,1347,无效,ID不存在,2026-06-08
重庆科创职业学院,1348,成功,,2026-06-08
浙江建设职业技术学院,1349,成功,,2026-06-08
浙江经贸职业技术学院,1350,成功,,2026-06-08
台州职业技术学院,1351,成功,,2026-06-08
四川警察学院,1352,成功,,2026-06-08
浙江工商职业技术学院,1353,成功,,2026-06-08
浙江横店影视职业学院,1354,成功,,2026-06-08
浙江机电职业技术大学,1355,成功,,2026-06-08
湖北第二师范学院,1356,成功,,2026-06-08
浙江金融职业学院,1357,成功,,2026-06-08
,1358,无效,ID不存在,2026-06-08
苏州工业职业技术学院,1359,成功,,2026-06-08
,1360,无效,ID不存在,2026-06-08
无锡工艺职业技术学院,1361,成功,,2026-06-08
,1362,无效,ID不存在,2026-06-08
,1363,无效,ID不存在,2026-06-08
浙江水利水电学院,1364,成功,,2026-06-08
,1365,无效,ID不存在,2026-06-08
,1366,无效,ID不存在,2026-06-08
,1367,无效,ID不存在,2026-06-08
,1368,无效,ID不存在,2026-06-08
聊城职业技术学院,1369,成功,,2026-06-08
南京交通职业技术学院,1370,成功,,2026-06-08
,1371,无效,ID不存在,2026-06-08
新疆交通职业技术大学,1372,成功,,2026-06-08
吉林动画学院,1373,成功,,2026-06-08
广西艺术学院,1374,成功,,2026-06-08
四川音乐学院,1375,成功,,2026-06-08
南京信息职业技术学院,1376,成功,,2026-06-08
,1377,无效,ID不存在,2026-06-08
北京劳动保障职业学院,1378,成功,,2026-06-08
,1379,无效,ID不存在,2026-06-08
,1380,无效,ID不存在,2026-06-08
,1381,无效,ID不存在,2026-06-08
海南职业技术学院,1382,成功,,2026-06-08
陕西交通职业技术学院,1383,成功,,2026-06-08
,1384,无效,ID不存在,2026-06-08
,1385,无效,ID不存在,2026-06-08
,1386,无效,ID不存在,2026-06-08
河北传媒学院,1387,成功,,2026-06-08
苏州卫生职业技术学院,1388,成功,,2026-06-08
新疆机电职业技术学院,1389,成功,,2026-06-08
海南软件职业技术学院,1390,成功,,2026-06-08
海口经济学院,1391,成功,,2026-06-08
新疆建设职业技术学院,1392,成功,,2026-06-08
,1393,无效,ID不存在,2026-06-08
内蒙古机电职业技术学院,1394,成功,,2026-06-08
四川工商学院,1395,成功,,2026-06-08
,1396,无效,ID不存在,2026-06-08
金肯职业技术学院,1397,成功,,2026-06-08
燕京理工学院,1398,成功,,2026-06-08
楚雄医药高等专科学校,1399,成功,,2026-06-08
青岛城市学院,1400,成功,,2026-06-08
北京中医药大学东方学院,1401,成功,,2026-06-08
河北地质大学华信学院,1402,成功,,2026-06-08
无锡学院,1403,成功,,2026-06-08
海南经贸职业大学,1404,成功,,2026-06-08
江苏医药职业学院,1405,成功,,2026-06-08
江苏信息职业技术学院,1406,成功,,2026-06-08
马鞍山职业技术学院,1407,成功,,2026-06-08
河北师范大学汇华学院,1408,成功,,2026-06-08
长春建筑学院,1409,成功,,2026-06-08
三门峡职业技术学院,1410,成功,,2026-06-08
,1411,无效,ID不存在,2026-06-08
苏州经贸职业技术学院,1412,成功,,2026-06-08
武汉工程职业技术学院,1413,成功,,2026-06-08
,1414,无效,ID不存在,2026-06-08
西安财经大学行知学院,1415,成功,,2026-06-08
,1416,无效,ID不存在,2026-06-08
,1417,无效,ID不存在,2026-06-08
江苏航运职业技术学院,1418,成功,,2026-06-08
长春工业大学人文信息学院,1419,成功,,2026-06-08
山西职业技术学院,1420,成功,,2026-06-08
,1421,无效,ID不存在,2026-06-08
,1422,无效,ID不存在,2026-06-08
,1423,无效,ID不存在,2026-06-08
武汉商贸职业学院,1424,成功,,2026-06-08
,1425,无效,ID不存在,2026-06-08
,1426,无效,ID不存在,2026-06-08
,1427,无效,ID不存在,2026-06-08
晋城职业技术学院,1428,成功,,2026-06-08
安徽第二医学院,1429,成功,,2026-06-08
河南警察学院,1430,成功,,2026-06-08
南开大学滨海学院,1431,成功,,2026-06-08
海南科技职业大学,1432,成功,,2026-06-08
武昌职业学院,1433,成功,,2026-06-08
江苏农林职业技术学院,1434,成功,,2026-06-08
无锡职业技术大学,1435,成功,,2026-06-08
江苏海事职业技术学院,1436,成功,,2026-06-08
江苏大学京江学院,1437,成功,,2026-06-08
,1438,无效,ID不存在,2026-06-08
,1439,无效,ID不存在,2026-06-08
,1440,无效,ID不存在,2026-06-08
,1441,无效,ID不存在,2026-06-08
南京师范大学泰州学院,1442,成功,,2026-06-08
,1443,无效,ID不存在,2026-06-08
山西金融职业学院,1444,成功,,2026-06-08
石家庄医学高等专科学校,1445,成功,,2026-06-08
烟台理工学院,1446,成功,,2026-06-08
,1447,无效,ID不存在,2026-06-08
,1448,无效,ID不存在,2026-06-08
苏州农业职业技术学院,1449,成功,,2026-06-08
,1450,无效,ID不存在,2026-06-08
遵义医药高等专科学校,1451,成功,,2026-06-08
,1452,无效,ID不存在,2026-06-08
江南影视艺术职业学院,1453,成功,,2026-06-08
陕西电子信息职业技术学院,1454,成功,,2026-06-08
珠海科技学院,1455,成功,,2026-06-08
北京第二外国语学院中瑞酒店管理学院,1456,成功,,2026-06-08
哈尔滨工业大学（威海）,1457,成功,,2026-06-08
,1458,无效,ID不存在,2026-06-08
江海职业技术学院,1459,成功,,2026-06-08
,1460,无效,ID不存在,2026-06-08
沧州交通学院,1461,成功,,2026-06-08
,1462,无效,ID不存在,2026-06-08
,1463,无效,ID不存在,2026-06-08
,1464,无效,ID不存在,2026-06-08
,1465,无效,ID不存在,2026-06-08
,1466,无效,ID不存在,2026-06-08
,1467,无效,ID不存在,2026-06-08
,1468,无效,ID不存在,2026-06-08
上海视觉艺术学院,1469,成功,,2026-06-08
,1470,无效,ID不存在,2026-06-08
,1471,无效,ID不存在,2026-06-08
重庆对外经贸学院,1472,成功,,2026-06-08
重庆外语外事学院,1473,成功,,2026-06-08
重庆城市科技学院,1474,成功,,2026-06-08
重庆财经学院,1475,成功,,2026-06-08
重庆移通学院,1476,成功,,2026-06-08
重庆工商大学派斯学院,1477,成功,,2026-06-08
重庆工业职业技术大学,1478,成功,,2026-06-08
重庆电力高等专科学校,1479,成功,,2026-06-08
重庆工贸职业技术学院,1480,成功,,2026-06-08
重庆航天职业技术学院,1481,成功,,2026-06-08
,1482,无效,ID不存在,2026-06-08
重庆财经职业学院,1483,成功,,2026-06-08
重庆水利电力职业技术学院,1484,成功,,2026-06-08
重庆机电职业技术大学,1485,成功,,2026-06-08
重庆城市职业学院,1486,成功,,2026-06-08
重庆三峡职业学院,1487,成功,,2026-06-08
重庆电子科技职业大学,1488,成功,,2026-06-08
重庆第二师范学院,1489,成功,,2026-06-08
重庆建筑工程职业学院,1490,成功,,2026-06-08
重庆医药高等专科学校,1491,成功,,2026-06-08
重庆传媒职业学院,1492,成功,,2026-06-08
重庆警察学院,1493,成功,,2026-06-08
重庆青年职业技术学院,1494,成功,,2026-06-08
重庆三峡医药高等专科学校,1495,成功,,2026-06-08
重庆工商职业学院,1496,成功,,2026-06-08
,1497,无效,ID不存在,2026-06-08
重庆海联职业技术学院,1498,成功,,2026-06-08
重庆工程学院,1499,成功,,2026-06-08
重庆信息技术职业学院,1500,成功,,2026-06-08
重庆应用技术职业学院,1501,成功,,2026-06-08
南阳医学高等专科学校,1502,成功,,2026-06-08
,1503,无效,ID不存在,2026-06-08
,1504,无效,ID不存在,2026-06-08
荆楚理工学院,1505,成功,,2026-06-08
黎明职业大学,1506,成功,,2026-06-08
,1507,无效,ID不存在,2026-06-08
,1508,无效,ID不存在,2026-06-08
,1509,无效,ID不存在,2026-06-08
山东轻工职业学院,1510,成功,,2026-06-08
,1511,无效,ID不存在,2026-06-08
郑州工业应用技术学院,1512,成功,,2026-06-08
山东职业学院,1513,成功,,2026-06-08
,1514,无效,ID不存在,2026-06-08
湖南商务职业技术学院,2001,成功,,
湖南体育职业学院,2002,成功,,
湖南工程职业技术学院,2003,成功,,
湖南外贸职业学院,2004,成功,,
湖南网络工程职业学院,2005,成功,,
邵阳职业技术学院,2006,成功,,
湖南司法警官职业学院,2007,成功,,
湖南环境生物职业技术学院,2008,成功,,
湖南邮电职业技术学院,2009,成功,,
湘潭医卫职业技术学院,2010,成功,,
郴州职业技术学院,2011,成功,,
娄底职业技术学院,2012,成功,,
张家界航空工业职业技术学院,2013,成功,,
长沙环境保护职业技术学院,2014,成功,,
湖南艺术职业学院,2015,成功,,
湖南机电职业技术学院,2016,成功,,
长沙职业技术学院,2017,成功,,
怀化职业技术学院,2018,成功,,
岳阳职业技术学院,2019,成功,,
常德职业技术学院,2020,成功,,
湖南化工职业技术学院,2021,成功,,
湖南城建职业技术学院,2022,成功,,
湖南石油化工职业技术学院,2023,成功,,
湖南民族职业学院,2024,成功,,
湘西民族职业技术学院,2025,成功,,
湖南财经工业职业技术学院,2026,成功,,
益阳职业技术学院,2027,成功,,
湖南工艺美术职业学院,2028,成功,,
湖南理工职业技术学院,2029,成功,,
湖南汽车工程职业大学,2030,成功,,
长沙电力职业技术学院,2031,成功,,
湖南水利水电职业技术学院,2032,成功,,
湖南现代物流职业技术学院,2033,成功,,
湖南高速铁路职业技术学院,2034,成功,,
湖南铁路科技职业技术学院,2035,成功,,
湖南安全技术职业学院,2036,成功,,
湖南电气职业技术学院,2037,成功,,
湖南信息学院,2038,成功,,
湖南应用技术学院,2039,成功,,
湖南交通工程学院,2040,成功,,
湖南九嶷职业技术学院,2041,成功,,
湖南软件职业技术大学,2042,成功,,
,2043,无效,ID不存在,
湖南外国语职业学院,2044,成功,,
潇湘职业学院,2045,成功,,
湖南电子科技职业学院,2046,成功,,
湖南都市职业学院,2047,成功,,
广东轻工职业技术大学,2048,成功,,
广东食品药品职业学院,2049,成功,,
广东体育职业技术学院,2050,成功,,
广东科贸职业学院,2051,成功,,
广州科技贸易职业学院,2052,成功,,
中山职业技术学院,2053,成功,,
,2054,无效,ID不存在,
广州商学院,2055,成功,,
广州华立学院,2056,成功,,
华南农业大学珠江学院,2057,成功,,
广州理工学院,2058,成功,,
广州城市理工学院,2059,成功,,
广州华商学院,2060,成功,,
广东外语外贸大学南国商学院,2061,成功,,
广州珠江职业技术学院,2062,成功,,
广州松田职业学院,2063,成功,,
广东文理职业学院,2064,成功,,
和田师范专科学校,2065,成功,,
新疆工程学院,2066,成功,,
新疆维吾尔医学专科学校,2067,成功,,
新疆警察学院,2068,成功,,
,2069,无效,ID不存在,
乌鲁木齐职业大学,2070,成功,,
克拉玛依职业技术学院,2071,成功,,
,2072,无效,ID不存在,
伊犁职业技术学院,2073,成功,,
阿克苏职业技术学院,2074,成功,,
巴音郭楞职业技术学院,2075,成功,,
新疆石河子职业技术学院,2076,成功,,
新疆现代职业技术学院,2077,成功,,
新疆能源职业技术学院,2078,成功,,
新疆天山职业技术大学,2079,成功,,
重庆城市管理职业学院,2080,成功,,
重庆建筑科技职业学院,2081,成功,,
四川中医药高等专科学校,2082,成功,,
内江职业技术学院,2083,成功,,
宜宾职业技术学院,2084,成功,,
四川商务职业学院,2085,成功,,
四川铁道职业学院,2086,成功,,
四川艺术职业学院,2087,成功,,
四川财经职业学院,2088,成功,,
,2089,无效,ID不存在,
四川科技职业学院,2090,成功,,
四川华新现代职业学院,2091,成功,,
四川文化传媒职业学院,2092,成功,,
济宁学院,2093,成功,,
山东电力高等专科学校,2094,成功,,
淄博师范高等专科学校,2095,成功,,
山东中医药高等专科学校,2096,成功,,
山东商业职业技术学院,2097,成功,,
青岛职业技术学院,2098,成功,,
威海职业学院,2099,成功,,
山东劳动职业技术学院,2100,成功,,
莱芜职业技术学院,2101,成功,,
济宁职业技术学院,2102,成功,,
潍坊职业学院,2103,成功,,
烟台职业学院,2104,成功,,
东营职业学院,2105,成功,,
滨州职业技术大学,2106,成功,,
山东科技职业学院,2107,成功,,
山东服装职业学院,2108,成功,,
山东水利职业学院,2109,成功,,
山东畜牧兽医职业学院,2110,成功,,
山东交通职业学院,2111,成功,,
淄博职业技术大学,2112,成功,,
山东外贸职业学院,2113,成功,,
山东信息职业技术学院,2114,成功,,
青岛港湾职业技术学院,2115,成功,,
山东胜利职业学院,2116,成功,,
山东经贸职业学院,2117,成功,,
山东工业职业学院,2118,成功,,
山东化工职业学院,2119,成功,,
济南职业学院,2120,成功,,
济南工程职业技术学院,2121,成功,,
山东电子职业技术学院,2122,成功,,
山东旅游职业学院,2123,成功,,
山东铝业职业学院,2124,成功,,
泰山职业技术学院,2125,成功,,
山东药品食品职业学院,2126,成功,,
山东商务职业学院,2127,成功,,
山东城市建设职业学院,2128,成功,,
烟台汽车工程职业学院,2129,成功,,
山东司法警官职业学院,2130,成功,,
菏泽家政职业学院,2131,成功,,
山东石油化工学院,2132,成功,,
山东英才学院,2133,成功,,
潍坊科技学院,2134,成功,,
齐鲁医药学院,2135,成功,,
烟台南山学院,2136,成功,,
曲阜远东职业技术学院,2137,成功,,
山东圣翰财贸职业学院,2138,成功,,
山东力明科技职业学院,2139,成功,,
德州科技职业学院,2140,成功,,
青岛恒星科技学院,2141,成功,,
潍坊工商职业学院,2142,成功,,
枣庄科技职业学院,2143,成功,,
山东外国语职业技术大学,2144,成功,,
东营科技职业学院,2145,成功,,
山东工程职业技术大学,2146,成功,,
山东杏林科技职业学院,2147,成功,,
山东外事职业大学,2148,成功,,
青岛求实职业技术学院,2149,成功,,
山东现代学院,2150,成功,,
,2151,无效,ID不存在,
青岛飞洋职业技术学院,2152,成功,,
,2153,无效,ID不存在,
山东华宇工学院,2154,成功,,
青岛黄海学院,2155,成功,,
,2156,无效,ID不存在,
昭通学院,2157,成功,,
普洱学院,2158,成功,,
昆明冶金职业大学,2159,成功,,
,2160,无效,ID不存在,
曲靖健康医学院,2161,成功,,
保山中医药高等专科学校,2162,成功,,
丽江师范学院,2163,成功,,
德宏师范学院,2164,成功,,
滇西科技师范学院,2165,成功,,
云南国土资源职业学院,2166,成功,,
云南交通职业技术学院,2167,成功,,
昆明工业职业技术学院,2168,成功,,
云南农业职业技术学院,2169,成功,,
云南司法警官职业学院,2170,成功,,
云南文化艺术职业学院,2171,成功,,
云南体育运动职业技术学院,2172,成功,,
西双版纳职业技术学院,2173,成功,,
玉溪农业职业技术学院,2174,成功,,
云南能源职业技术学院,2175,成功,,
,2176,无效,ID不存在,
云南国防工业职业技术学院,2177,成功,,
云南机电职业技术学院,2178,成功,,
云南林业职业技术学院,2179,成功,,
云南锡业职业技术学院,2180,成功,,
昆明文理学院,2181,成功,,
云南工程职业学院,2182,成功,,
云南城市建设职业学院,2183,成功,,
云南经济管理学院,2184,成功,,
云南工商学院,2185,成功,,
昆明艺术职业学院,2186,成功,,
云南新兴职业学院,2187,成功,,
云南科技信息职业学院,2188,成功,,
哈尔滨体育学院,2189,成功,,
齐齐哈尔高等师范专科学校,2190,成功,,
大庆医学高等专科学校,2191,成功,,
黑龙江幼儿师范高等专科学校,2192,成功,,
黑龙江公安警官职业学院,2193,成功,,
七台河职业学院,2194,成功,,
黑龙江交通职业技术学院,2195,成功,,
哈尔滨科学技术职业学院,2196,成功,,
,2197,无效,ID不存在,
,2198,无效,ID不存在,
哈尔滨应用职业技术学院,2199,成功,,
哈尔滨城市职业学院,2200,成功,,
镇江市高等专科学校,2201,成功,,
苏州工艺美术职业技术学院,2202,成功,,
连云港职业技术学院,2203,成功,,
南通职业大学,2204,成功,,
,2205,无效,ID不存在,
沙洲职业工学院,2206,成功,,
泰州职业技术学院,2207,成功,,
江苏联合职业技术学院,2208,成功,,
南通科技职业学院,2209,成功,,
江苏电子信息职业学院,2210,成功,,
苏州工业园区职业技术学院,2211,成功,,
南京科技职业学院,2212,成功,,
宿迁职业技术学院,2213,成功,,
常州机电职业技术学院,2214,成功,,
江阴职业技术学院,2215,成功,,
无锡城市职业技术学院,2216,成功,,
苏州健雄职业技术学院,2217,成功,,
盐城工业职业技术学院,2218,成功,,
江苏财经职业技术学院,2219,成功,,
南京机电职业技术学院,2220,成功,,
江苏卫生健康职业学院,2221,成功,,
无锡太湖学院,2222,成功,,
苏州托普信息职业技术学院,2223,成功,,
应天职业技术学院,2224,成功,,
硅湖职业技术学院,2225,成功,,
九州职业技术学院,2226,成功,,
太湖创意职业技术学院,2227,成功,,
正德职业技术学院,2228,成功,,
昆山登云科技职业学院,2229,成功,,
南京视觉艺术职业学院,2230,成功,,
西安电力高等专科学校,2231,成功,,
陕西工业职业技术大学,2232,成功,,
陕西农林职业技术大学,2233,成功,,
陕西能源职业技术学院,2234,成功,,
陕西国防工业职业技术学院,2235,成功,,
西安航空职业技术学院,2236,成功,,
陕西财经职业技术学院,2237,成功,,
陕西职业技术学院,2238,成功,,
陕西铁路工程职业技术学院,2239,成功,,
宝鸡职业技术学院,2240,成功,,
陕西邮电职业技术学院,2241,成功,,
西安铁路职业技术学院,2242,成功,,
咸阳职业技术学院,2243,成功,,
西安职业技术学院,2244,成功,,
商洛职业技术学院,2245,成功,,
汉中职业技术学院,2246,成功,,
延安职业技术学院,2247,成功,,
渭南职业技术学院,2248,成功,,
安康职业技术学院,2249,成功,,
铜川职业技术学院,2250,成功,,
,2251,无效,ID不存在,
西北大学现代学院,2252,成功,,
西安建筑科技大学华清学院,2253,成功,,
陕西科技大学镐京学院,2254,成功,,
陕西国际商贸学院,2255,成功,,
西安欧亚学院,2256,成功,,
西安汽车职业大学,2257,成功,,
陕西旅游烹饪职业学院,2258,成功,,
西安信息职业大学,2259,成功,,
西安交通工程学院,2260,成功,,
,2261,无效,ID不存在,
,2262,无效,ID不存在,
西安城市建设职业学院,2263,成功,,
西安高新科技职业学院,2264,成功,,
,2265,无效,ID不存在,
贵州警察学院,2266,成功,,
贵州交通职业大学,2267,成功,,
贵州航天职业技术学院,2268,成功,,
贵州电子信息职业技术学院,2269,成功,,
黔南民族职业技术学院,2270,成功,,
,2271,无效,ID不存在,
黔西南民族职业技术学院,2272,成功,,
贵州轻工职业大学,2273,成功,,
贵阳康养职业大学,2274,成功,,
贵州黔南科技学院,2275,成功,,
贵阳信息科技学院,2276,成功,,
贵州城市职业学院,2277,成功,,
青海卫生职业技术学院,2278,成功,,
青海警官职业学院,2279,成功,,
青海农牧科技职业学院,2280,成功,,
宁夏民族职业技术学院,2281,成功,,
宁夏工业职业学院,2282,成功,,
宁夏职业技术大学,2283,成功,,
宁夏工商职业技术大学,2284,成功,,
宁夏财经职业技术学院,2285,成功,,
宁夏警官职业学院,2286,成功,,
宁夏建设职业技术学院,2287,成功,,
宁夏理工学院,2288,成功,,
银川能源学院,2289,成功,,
海南政法职业学院,2290,成功,,
海南外国语职业学院,2291,成功,,
三亚城市职业学院,2292,成功,,
三亚航空旅游职业学院,2293,成功,,
民政职业大学,2294,成功,,
,2295,无效,ID不存在,
,2296,无效,ID不存在,
天津传媒学院,2297,成功,,
天津商业大学宝德学院,2298,成功,,
天津医科大学临床医学院,2299,成功,,
北京科技大学天津学院,2300,成功,,
天津师范大学津沽学院,2301,成功,,
天津理工大学中环信息学院,2302,成功,,
天津财经大学珠江学院,2303,成功,,
天津天狮学院,2304,成功,,
河北对外经贸职业学院,2305,成功,,
河北正定师范高等专科学校,2306,成功,,
沧州幼儿师范高等专科学校,2307,成功,,
宣化科技职业学院,2308,成功,,
石家庄人民医学高等专科学校,2309,成功,,
石家庄科技职业学院,2310,成功,,
石家庄理工职业学院,2311,成功,,
长白山职业技术学院,2312,成功,,
长春光华学院,2313,成功,,
长春财经学院,2314,成功,,
长春大学旅游学院,2315,成功,,
呼和浩特民族学院,2316,成功,,
乌兰察布医学高等专科学校,2317,成功,,
包头铁道职业技术学院,2318,成功,,
鄂尔多斯职业学院,2319,成功,,
内蒙古大学创业学院,2320,成功,,
,2321,无效,ID不存在,
山西经贸职业学院,2322,成功,,
朔州职业技术学院,2323,成功,,
山西铁道职业技术学院,2324,成功,,
山西工学院,2325,成功,,
晋中信息学院,2326,成功,,
山西电子科技学院,2327,成功,,
山西晋中理工学院,2328,成功,,
山西科技学院,2329,成功,,
晋中健康学院,2330,成功,,
山西财经大学华商学院,2331,成功,,
运城职业技术大学,2332,成功,,
辽宁铁道职业技术学院,2333,成功,,
辽宁建筑职业学院,2334,成功,,
辽宁现代服务职业技术学院,2335,成功,,
,2336,无效,ID不存在,
沈阳城市学院,2337,成功,,
大连科技学院,2338,成功,,
,2339,无效,ID不存在,
,2340,无效,ID不存在,
,2341,无效,ID不存在,
辽宁师范大学海华学院,2342,成功,,
沈阳城市建设学院,2343,成功,,
辽宁中医药大学杏林学院,2344,成功,,
,2345,无效,ID不存在,
辽宁何氏医学院,2346,成功,,
锦州医科大学医疗学院,2347,成功,,
大连医科大学中山学院,2348,成功,,
,2349,无效,ID不存在,
沈阳科技学院,2350,成功,,
大连东软信息学院,2351,成功,,
辽宁财贸学院,2352,成功,,
大连艺术学院,2353,成功,,
大连航运职业技术学院,2354,成功,,
,2355,无效,ID不存在,
大连装备制造职业技术学院,2356,成功,,
大连汽车职业技术学院,2357,成功,,
甘肃民族师范学院,2358,成功,,
,2359,无效,ID不存在,
兰州工商学院,2360,成功,,
兰州信息科技学院,2361,成功,,
上海旅游高等专科学校,2362,成功,,
,2363,无效,ID不存在,
广西民族师范学院,2364,成功,,
广西幼儿师范高等专科学校,2365,成功,,
桂林学院,2366,成功,,
桂林信息科技学院,2367,成功,,
柳州工学院,2368,成功,,
南宁师范大学师园学院,2369,成功,,
广西民族大学相思湖学院,2370,成功,,
,2371,无效,ID不存在,
广西中医药大学赛恩斯新医药学院,2372,成功,,
,2373,无效,ID不存在,
梧州职业学院,2374,成功,,
广西理工职业技术学院,2375,成功,,
广西经济职业学院,2376,成功,,
温州科技职业学院,2377,成功,,
杭州科技职业技术学院,2378,成功,,
浙大城市学院,2379,成功,,
浙大宁波理工学院,2380,成功,,
浙江工业大学之江学院,2381,成功,,
浙江师范大学行知学院,2382,成功,,
宁波大学科学技术学院,2383,成功,,
杭州电子科技大学信息工程学院,2384,成功,,
浙江理工大学科技与艺术学院,2385,成功,,
,2386,无效,ID不存在,
浙江农林大学暨阳学院,2387,成功,,
温州医科大学仁济学院,2388,成功,,
浙江中医药大学滨江学院,2389,成功,,
杭州师范大学钱江学院,2390,成功,,
湖州学院,2391,成功,,
绍兴理工学院,2392,成功,,
温州理工学院,2393,成功,,
浙江工商大学杭州商学院,2394,成功,,
中国计量大学现代科技学院,2395,成功,,
浙江财经大学东方学院,2396,成功,,
嘉兴南湖学院,2397,成功,,
温州商学院,2398,成功,,
同济大学浙江学院,2399,成功,,
上海财经大学浙江学院,2400,成功,,
宁波财经学院,2401,成功,,
浙江越秀外国语学院,2402,成功,,
浙江汽车职业技术学院,2403,成功,,
徽商职业学院,2404,成功,,
合肥理工学院,2405,成功,,
芜湖学院,2406,成功,,
合肥经济学院,2407,成功,,
安徽医科大学临床医学院,2408,成功,,
马鞍山学院,2409,成功,,
蚌埠工商学院,2410,成功,,
淮北理工学院,2411,成功,,
合肥城市学院,2412,成功,,
安徽信息工程学院,2413,成功,,
阜阳理工学院,2414,成功,,
皖江工学院,2415,成功,,
安徽矿业职业技术学院,2416,成功,,
民办安徽旅游职业学院,2417,成功,,
合肥信息技术职业学院,2418,成功,,
民办合肥滨湖职业技术学院,2419,成功,,
安徽现代信息工程职业学院,2420,成功,,
厦门工学院,2421,成功,,
泉州轻工职业学院,2422,成功,,
厦门安防科技职业学院,2423,成功,,
江西冶金职业技术学院,2424,成功,,
,2425,无效,ID不存在,
江西传媒职业学院,2426,成功,,
南昌大学科学技术学院,2427,成功,,
江西农业大学南昌商学院,2428,成功,,
江西师范大学科学技术学院,2429,成功,,
南昌交通学院,2430,成功,,
赣南科技学院,2431,成功,,
赣东学院,2432,成功,,
南昌航空大学科技学院,2433,成功,,
南昌医学院,2434,成功,,
江西财经大学现代经济管理学院,2435,成功,,
赣南师范大学科技学院,2436,成功,,
景德镇艺术职业大学,2437,成功,,
南昌应用技术师范学院,2438,成功,,
南昌大学共青学院,2439,成功,,
南昌科技职业大学,2440,成功,,
江西新能源科技职业学院,2441,成功,,
江西枫林涉外经贸职业学院,2442,成功,,
,2443,无效,ID不存在,
河南建筑职业技术学院,2444,成功,,
安阳职业技术学院,2445,成功,,
新乡职业技术学院,2446,成功,,
驻马店职业技术学院,2447,成功,,
安阳学院,2448,成功,,
新乡工程学院,2449,成功,,
,2450,无效,ID不存在,
郑州商学院,2451,成功,,
郑州科技学院,2452,成功,,
漯河食品工程职业大学,2453,成功,,
郑州城市职业学院,2454,成功,,
河南科技职业大学,2455,成功,,
湖北工程职业学院,2456,成功,,
三峡旅游职业技术学院,2457,成功,,
武汉城市职业学院,2458,成功,,
武汉文理学院,2459,成功,,
湖北工程学院新技术学院,2460,成功,,
湖北恩施学院,2461,成功,,
武汉传媒学院,2462,成功,,
湖南第一师范学院,2463,成功,,
湖南生物机电职业技术学院,2464,成功,,
湖南国防工业职业技术学院,2465,成功,,
长沙工业学院,2466,成功,,
湘潭理工学院,2467,成功,,
湖南农业大学东方科技学院,2468,成功,,
长沙理工大学城南学院,2469,成功,,
湖南科技大学潇湘学院,2470,成功,,
湖南工业大学科技学院,2471,成功,,
湘潭大学兴湘学院,2472,成功,,
南华大学船山学院,2473,成功,,
常德学院,2474,成功,,
岳阳学院,2475,成功,,
张家界学院,2476,成功,,
湖南工程学院应用技术学院,2477,成功,,
湖南中医药大学湘杏学院,2478,成功,,
衡阳师范学院南岳学院,2479,成功,,
仲恺农业工程学院,2480,成功,,
广州职业技术大学,2481,成功,,
电子科技大学中山学院,2482,成功,,
东莞城市学院,2483,成功,,
湛江科技学院,2484,成功,,
